factor_a_id,factor_a_name,factor_a_handler,factor_a_formula,factor_a_platform_net_excess_pct,factor_a_local_net_excess_pct,factor_b_id,factor_b_name,factor_b_handler,factor_b_formula,factor_b_platform_net_excess_pct,factor_b_local_net_excess_pct,correlation,abs_correlation,high_correlation,days,std,pair_rows,common_stocks_mean,common_stocks_min,common_stocks_max
huatai-turn-bias-positive.report:HT13-TURN-BIAS-1M-POS,HT13-TURN-BIAS-1M-POS,turn_signal,"1 - MA(TURNOVER,21) / MA(TURNOVER,504)",6.395344000000001,,osr2-ret40-turn-bias-paper-nomcap-cycle10-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ,OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ,reversal_turn_paper_nomcap,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)))) / 3",5.224711999999999,,0.7081286640989751,0.7081286640989751,False,1211,0.04640925520046561,5333320,4404.062758051197,3586,5004
huatai-turn-bias-positive.report:HT13-TURN-BIAS-1M-POS,HT13-TURN-BIAS-1M-POS,turn_signal,"1 - MA(TURNOVER,21) / MA(TURNOVER,504)",6.395344000000001,,osr2-ret40-turn-bias-paper-nomcap-2026-ytd-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ-2026-YTD,OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ-2026-YTD,reversal_turn_paper_nomcap,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)))) / 3",4.672727999999999,,0.7081286640989751,0.7081286640989751,False,1211,0.04640925520046561,5333320,4404.062758051197,3586,5004
oversold-rebound-recovery-candidates.report:OSR2-RET40,OSR2-RET40,reversal40,"RANK(1 - RETURNS(CLOSE,40))",1.0300160000000016,,osr2-ret40-turn-bias-paper-nomcap-cycle10-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ,OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ,reversal_turn_paper_nomcap,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)))) / 3",5.224711999999999,,0.706877433498675,0.706877433498675,False,1211,0.07593237284729777,5333320,4404.062758051197,3586,5004
positive-cycle10-candidates.report:OSR2-RET40,OSR2-RET40,reversal40,"RANK(1 - RETURNS(CLOSE,40))",5.030975999999999,,osr2-ret40-turn-bias-paper-nomcap-cycle10-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ,OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ,reversal_turn_paper_nomcap,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)))) / 3",5.224711999999999,,0.706877433498675,0.706877433498675,False,1211,0.07593237284729777,5333320,4404.062758051197,3586,5004
oversold-rebound-recovery-candidates.report:OSR2-RET40,OSR2-RET40,reversal40,"RANK(1 - RETURNS(CLOSE,40))",1.0300160000000016,,osr2-ret40-turn-bias-paper-nomcap-2026-ytd-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ-2026-YTD,OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ-2026-YTD,reversal_turn_paper_nomcap,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)))) / 3",4.672727999999999,,0.706877433498675,0.706877433498675,False,1211,0.07593237284729777,5333320,4404.062758051197,3586,5004
positive-cycle10-candidates.report:OSR2-RET40,OSR2-RET40,reversal40,"RANK(1 - RETURNS(CLOSE,40))",5.030975999999999,,osr2-ret40-turn-bias-paper-nomcap-2026-ytd-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ-2026-YTD,OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ-2026-YTD,reversal_turn_paper_nomcap,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)))) / 3",4.672727999999999,,0.706877433498675,0.706877433498675,False,1211,0.07593237284729777,5333320,4404.062758051197,3586,5004
osr2-ret40-turn-bias-paper-nomcap-cycle10-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ,OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ,reversal_turn_paper_nomcap,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)))) / 3",5.224711999999999,,osr3-ret40-value-candidates.report:OSR3-RET40-BP-TSRANK756,OSR3-RET40-BP-TSRANK756,reversal_bm_tsrank756,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(TS_RANK(ratio_bm_ttm,756))) / 2",1.6427359999999993,,0.7059812387662793,0.7059812387662793,False,1211,0.058544001541855274,4914606,4058.303881090008,3355,4878
osr2-ret40-turn-bias-paper-nomcap-2026-ytd-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ-2026-YTD,OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ-2026-YTD,reversal_turn_paper_nomcap,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)))) / 3",4.672727999999999,,osr3-ret40-value-candidates.report:OSR3-RET40-BP-TSRANK756,OSR3-RET40-BP-TSRANK756,reversal_bm_tsrank756,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(TS_RANK(ratio_bm_ttm,756))) / 2",1.6427359999999993,,0.7059812387662793,0.7059812387662793,False,1211,0.058544001541855274,4914606,4058.303881090008,3355,4878
nonhuatai-factor-6-20260909.report:NONHT-FSCORELIKE-REV40,NONHT-FSCORELIKE-REV40,fscore_eq,"(RANK(1 - RETURNS(CLOSE,40)) + RANK((IF(oper_roa_net_ttm > 0,1,0) + IF(cfd_ocf_to_debt_ttm > 0,1,0) + IF(oper_roa_net_ttm > oper_roa_net_lyr,1,0) + IF(cfd_surplus_cash_multi_ttm > 1,1,0) + IF(fin_debt_to_asset_ttm < fin_debt_to_asset_lyr,1,0) + IF(fin_current_ratio_ttm > fin_current_ratio_lyr,1,0) + IF(oper_gross_margin_ttm > oper_gross_margin_lyr,1,0) + IF(oper_total_asset_turnover_ttm > oper_total_asset_turnover_lyr,1,0)) / 8)) / 2",1.8243760000000009,,osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-REV2,OSR4-RET40-BP-CFP-REV2,reversal_bm_cfp_rev2,"(2 * RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_cfp_ttm)) / 4",2.3675200000000007,,0.7055762318500352,0.7055762318500352,False,1211,0.0419412376119817,5793348,4783.937241948803,4276,5081
combo-direct-3factor-20260909-candidates.report:COMBO-DIRECT-OSR2-CHIP-TURN-EQ,COMBO-DIRECT-OSR2-CHIP-TURN-EQ,reversal_chip_turn_eq,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504))) / 3",8.662416,,ht13-momentum-120d-d0.report:HT13-MOMENTUM-120D-D0,HT13-MOMENTUM-120D-D0,momentum120,"RETURNS(CLOSE,120)",2.291336000000001,,-0.7054052595182244,0.7054052595182244,False,1211,0.07034591065526105,5368681,4433.262592898431,3620,5033
huatai-series13-candidates.report:HT13-VALUE-BP,HT13-VALUE-BP,value_bm,ratio_bm_ttm,2.098992,,osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-SP,OSR4-RET40-BP-CFP-SP,reversal_bm_cfp_sp,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_cfp_ttm) + RANK(ratio_sp_ttm)) / 4",2.8768000000000002,,0.7050161114892316,0.7050161114892316,False,1211,0.03808195646994742,5912056,4881.962014863749,4364,5181
osr3-ret40-value-candidates.report:OSR3-RET40-BP-INTERACT,OSR3-RET40-BP-INTERACT,reversal_bm_interact,"RANK(1 - RETURNS(CLOSE,40)) * (0.5 + 0.5 * RANK(ratio_bm_ttm))",2.726032,,osr3-ret40-value-candidates.report:OSR3-RET40-BP-VAL2,OSR3-RET40-BP-VAL2,reversal_bm_val2,"(RANK(1 - RETURNS(CLOSE,40)) + 2 * RANK(ratio_bm_ttm)) / 3",3.1676159999999998,,0.7047481327293847,0.7047481327293847,False,1211,0.09677208516150856,5998390,4953.253509496284,4374,5195
oversold-rebound-recovery-candidates.report:OSR2-RET40,OSR2-RET40,reversal40,"RANK(1 - RETURNS(CLOSE,40))",1.0300160000000016,,osr2-ret40-turn-bias-paper-composite-cycle10-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-EQ,OSR2-RET40-TURN-BIAS-PAPER-EQ,reversal_turn_paper,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)) - ZSCORE(RANK(MARKET_CAP)))) / 3",11.643647999999999,,0.7038230373427142,0.7038230373427142,False,1211,0.06718195682777757,5333320,4404.062758051197,3586,5004
positive-cycle10-candidates.report:OSR2-RET40,OSR2-RET40,reversal40,"RANK(1 - RETURNS(CLOSE,40))",5.030975999999999,,osr2-ret40-turn-bias-paper-composite-cycle10-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-EQ,OSR2-RET40-TURN-BIAS-PAPER-EQ,reversal_turn_paper,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)) - ZSCORE(RANK(MARKET_CAP)))) / 3",11.643647999999999,,0.7038230373427142,0.7038230373427142,False,1211,0.06718195682777757,5333320,4404.062758051197,3586,5004
oversold-rebound-recovery-candidates.report:OSR2-RET40,OSR2-RET40,reversal40,"RANK(1 - RETURNS(CLOSE,40))",1.0300160000000016,,osr2-ret40-turn-bias-paper-2026-ytd-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD,OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD,reversal_turn_paper,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)) - ZSCORE(RANK(MARKET_CAP)))) / 3",7.699328,,0.7038230373427142,0.7038230373427142,False,1211,0.06718195682777757,5333320,4404.062758051197,3586,5004
positive-cycle10-candidates.report:OSR2-RET40,OSR2-RET40,reversal40,"RANK(1 - RETURNS(CLOSE,40))",5.030975999999999,,osr2-ret40-turn-bias-paper-2026-ytd-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD,OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD,reversal_turn_paper,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)) - ZSCORE(RANK(MARKET_CAP)))) / 3",7.699328,,0.7038230373427142,0.7038230373427142,False,1211,0.06718195682777757,5333320,4404.062758051197,3586,5004
oversold-rebound-recovery-candidates.report:OSR2-RET40,OSR2-RET40,reversal40,"RANK(1 - RETURNS(CLOSE,40))",1.0300160000000016,,t10-nomcap-plus-impact-20260911-candidates.report:T10-NOMCAP-PLUS-IMPACT,T10-NOMCAP-PLUS-IMPACT,t10_nomcap_plus_impact,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1))) / 4",14.225216,,0.7037505822315189,0.7037505822315189,False,1211,0.08421572416992197,5368681,4433.262592898431,3620,5033
positive-cycle10-candidates.report:OSR2-RET40,OSR2-RET40,reversal40,"RANK(1 - RETURNS(CLOSE,40))",5.030975999999999,,t10-nomcap-plus-impact-20260911-candidates.report:T10-NOMCAP-PLUS-IMPACT,T10-NOMCAP-PLUS-IMPACT,t10_nomcap_plus_impact,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1))) / 4",14.225216,,0.7037505822315189,0.7037505822315189,False,1211,0.08421572416992197,5368681,4433.262592898431,3620,5033
combo-direct-20260909-candidates.report:COMBO-DIRECT-OSR2-CHIP-EQ,COMBO-DIRECT-OSR2-CHIP-EQ,reversal_chip_eq,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1)) / 2",7.8760639999999995,,osr2-ret40-turn-bias-paper-nomcap-cycle10-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ,OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ,reversal_turn_paper_nomcap,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)))) / 3",5.224711999999999,,0.7032762220555062,0.7032762220555062,False,1211,0.07610002263280402,5333320,4404.062758051197,3586,5004
combo-direct-20260909-candidates.report:COMBO-DIRECT-OSR2-CHIP-EQ,COMBO-DIRECT-OSR2-CHIP-EQ,reversal_chip_eq,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1)) / 2",7.8760639999999995,,osr2-ret40-turn-bias-paper-nomcap-2026-ytd-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ-2026-YTD,OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ-2026-YTD,reversal_turn_paper_nomcap,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)))) / 3",4.672727999999999,,0.7032762220555062,0.7032762220555062,False,1211,0.07610002263280402,5333320,4404.062758051197,3586,5004
huatai-series13-candidates.report:HT13-VALUE-SP,HT13-VALUE-SP,value_sp,ratio_sp_ttm,0.11094400000000004,,osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-SP,OSR4-RET40-BP-CFP-SP,reversal_bm_cfp_sp,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_cfp_ttm) + RANK(ratio_sp_ttm)) / 4",2.8768000000000002,,0.7030060440370051,0.7030060440370051,False,1211,0.028475619170522076,5912056,4881.962014863749,4364,5181
osr3-ret40-value-candidates.report:OSR3-RET40-BP-TSRANK756,OSR3-RET40-BP-TSRANK756,reversal_bm_tsrank756,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(TS_RANK(ratio_bm_ttm,756))) / 2",1.6427359999999993,,t10-nomcap-plus-impact-20260911-candidates.report:T10-NOMCAP-PLUS-IMPACT,T10-NOMCAP-PLUS-IMPACT,t10_nomcap_plus_impact,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1))) / 4",14.225216,,0.7028870535841346,0.7028870535841346,False,1211,0.0586135871193366,4944230,4082.766308835673,3383,4907
osr3-ret40-value-candidates.report:OSR3-RET40-BP-VAL2,OSR3-RET40-BP-VAL2,reversal_bm_val2,"(RANK(1 - RETURNS(CLOSE,40)) + 2 * RANK(ratio_bm_ttm)) / 3",3.1676159999999998,,osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-VAL3,OSR4-RET40-BP-CFP-VAL3,reversal_bm_cfp_val3,"(RANK(1 - RETURNS(CLOSE,40)) + 3 * RANK(ratio_bm_ttm) + 3 * RANK(ratio_cfp_ttm)) / 7",3.30728,,0.7027672581965745,0.7027672581965745,False,1211,0.02489327215839622,5998137,4953.044591246903,4374,5195
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-REV2,OSR4-RET40-BP-CFP-REV2,reversal_bm_cfp_rev2,"(2 * RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_cfp_ttm)) / 4",2.3675200000000007,,osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-TSRANK756,OSR4-RET40-BP-CFP-TSRANK756,reversal_bm_cfp_tsrank756,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(TS_RANK(ratio_bm_ttm,756)) + RANK(TS_RANK(ratio_cfp_ttm,756))) / 3",2.461280000000002,,0.7026383526832019,0.7026383526832019,False,1211,0.04986929297020973,4268686,3524.926507018993,8,4759
combo-direct-20260909-candidates.report:COMBO-DIRECT-OSR2-CHIP-EQ,COMBO-DIRECT-OSR2-CHIP-EQ,reversal_chip_eq,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1)) / 2",7.8760639999999995,,t10-additions-20260911-candidates.report:T10-ADD-BM-20260911,T10-ADD-BM-20260911,t10_size_plus_impact_bm,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1)) + RANK(book_to_market_ratio_lf)) / 6",18.092280000000002,,0.7002357293449945,0.7002357293449945,False,1211,0.06433409161905408,5363748,4429.189099917424,3616,5033
osr3-ret40-value-candidates.report:OSR3-RET40-BP-INTERACT,OSR3-RET40-BP-INTERACT,reversal_bm_interact,"RANK(1 - RETURNS(CLOSE,40)) * (0.5 + 0.5 * RANK(ratio_bm_ttm))",2.726032,,osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-MA63,OSR4-RET40-BP-CFP-MA63,reversal_bm_cfp_ma63,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(MA(ratio_bm_ttm,63)) + RANK(MA(ratio_cfp_ttm,63))) / 3",2.589456,,0.7002054674715356,0.7002054674715356,False,1211,0.05960861242032406,5975077,4934.002477291495,4321,5188
osr2-ret40-turn-bias-paper-composite-cycle10-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-EQ,OSR2-RET40-TURN-BIAS-PAPER-EQ,reversal_turn_paper,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)) - ZSCORE(RANK(MARKET_CAP)))) / 3",11.643647999999999,,osr3-ret40-value-candidates.report:OSR3-RET40-BP-MA63,OSR3-RET40-BP-MA63,reversal_bm_ma63,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(MA(ratio_bm_ttm,63))) / 2",2.4111200000000004,,0.6987693001102,0.6987693001102,False,1211,0.046892976427453034,5333320,4404.062758051197,3586,5004
osr2-ret40-turn-bias-paper-2026-ytd-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD,OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD,reversal_turn_paper,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)) - ZSCORE(RANK(MARKET_CAP)))) / 3",7.699328,,osr3-ret40-value-candidates.report:OSR3-RET40-BP-MA63,OSR3-RET40-BP-MA63,reversal_bm_ma63,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(MA(ratio_bm_ttm,63))) / 2",2.4111200000000004,,0.6987693001102,0.6987693001102,False,1211,0.046892976427453034,5333320,4404.062758051197,3586,5004
size-only-20260911-candidates.report:SIZE-ONLY-20260911,SIZE-ONLY-20260911,size_only,RANK(MARKET_CAP),21.433287999999997,,t10-more-additions-20260911-candidates.report:T10-ADD-DOWNSIDE-IMPACT-20260911,T10-ADD-DOWNSIDE-IMPACT-20260911,t10_size_plus_impact_downside,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1)) + RANK(SUM((ABS(CLOSE / DELAY(CLOSE,1) - 1) - (CLOSE / DELAY(CLOSE,1) - 1)) / 2,60) / (SUM(AMOUNT,60) + 1))) / 6",19.39004,,-0.6986426772830734,0.6986426772830734,False,1211,0.07495567508326845,5368681,4433.262592898431,3620,5033
combo-direct-3factor-20260909-candidates.report:COMBO-DIRECT-OSR2-CHIP-TURN-EQ,COMBO-DIRECT-OSR2-CHIP-TURN-EQ,reversal_chip_turn_eq,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504))) / 3",8.662416,,t10-more-additions-20260911-candidates.report:T10-ADD-DOWNSIDE-IMPACT-20260911,T10-ADD-DOWNSIDE-IMPACT-20260911,t10_size_plus_impact_downside,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1)) + RANK(SUM((ABS(CLOSE / DELAY(CLOSE,1) - 1) - (CLOSE / DELAY(CLOSE,1) - 1)) / 2,60) / (SUM(AMOUNT,60) + 1))) / 6",19.39004,,0.6981088767061281,0.6981088767061281,False,1211,0.06876653049881544,5368681,4433.262592898431,3620,5033
literature-rankic-optimization-20260909-formula.report:NONHT-FSCORELIKE-REV40-INTERACT,NONHT-FSCORELIKE-REV40-INTERACT,fscore_interact,"RANK(1 - RETURNS(CLOSE,40)) * RANK((IF(oper_roa_net_ttm > 0,1,0) + IF(cfd_ocf_to_debt_ttm > 0,1,0) + IF(oper_roa_net_ttm > oper_roa_net_lyr,1,0) + IF(cfd_surplus_cash_multi_ttm > 1,1,0) + IF(fin_debt_to_asset_ttm < fin_debt_to_asset_lyr,1,0) + IF(fin_current_ratio_ttm > fin_current_ratio_lyr,1,0) + IF(oper_gross_margin_ttm > oper_gross_margin_lyr,1,0) + IF(oper_total_asset_turnover_ttm > oper_total_asset_turnover_lyr,1,0)) / 8)",1.8427599999999984,,osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-REV3,OSR4-RET40-BP-CFP-REV3,reversal_bm_cfp_rev3,"(3 * RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_cfp_ttm)) / 5",1.6346559999999997,,0.6962840115923176,0.6962840115923176,False,1211,0.04531050878569266,5793348,4783.937241948803,4276,5081
osr3-ret40-value-candidates.report:OSR3-RET40-BP-REV2,OSR3-RET40-BP-REV2,reversal_bm_rev2,"(2 * RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm)) / 3",2.477648000000002,,osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-SP,OSR4-RET40-BP-CFP-SP,reversal_bm_cfp_sp,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_cfp_ttm) + RANK(ratio_sp_ttm)) / 4",2.8768000000000002,,0.6960629291769448,0.6960629291769448,False,1211,0.07695677616416689,5912056,4881.962014863749,4364,5181
combo-direct-4factor-paper-20260909-candidates.report:COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ,COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ,reversal_chip_turn_paper,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)) - ZSCORE(RANK(MARKET_CAP)))) / 4",12.774432000000001,,osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-REV2,OSR4-RET40-BP-CFP-REV2,reversal_bm_cfp_rev2,"(2 * RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_cfp_ttm)) / 4",2.3675200000000007,,0.6955040959609008,0.6955040959609008,False,1211,0.07049823108223276,5333217,4403.977704376548,3586,5004
